0.435581922531	0.098
0.974524021149	0.5653
1.31959199905	0.5715
1.62460207939	0.6072
1.87855291367	0.6369
2.19463992119	0.6841
2.4591319561	0.6983
2.74695491791	0.6969
2.99554896355	0.6945
3.24373197556	0.6897
3.4917910099	0.6803
3.76286792755	0.6809
4.02148795128	0.6837
4.27592206001	0.6876
4.55642795563	0.6931
4.84200286865	0.7006
5.15133500099	0.6981
5.48390007019	0.7023
5.83108305931	0.7031
6.10500001907	0.7042
6.37428808212	0.7089
6.64735198021	0.7054
6.94870901108	0.7067
7.23350787163	0.7132
7.48920297623	0.7157
7.88015794754	0.7207
8.15320205688	0.7217
8.42301106453	0.7221
8.69084000587	0.7241
8.98664689064	0.7283
9.23506999016	0.731
9.56424689293	0.7342
9.82972192764	0.7344
10.1041419506	0.7383
10.4544889927	0.7418
10.7198030949	0.7444
11.0028779507	0.7466
11.2570159435	0.7457
11.5220530033	0.7443
11.7852230072	0.7435
12.0518100262	0.7471
12.3493680954	0.7488
12.6105089188	0.7519
12.8533520699	0.7518
13.1155350208	0.753
13.3591210842	0.7541
13.6159760952	0.7544
13.8621490002	0.7526
14.110337019	0.7527
14.3784639835	0.7526
14.6443090439	0.7552
14.9146430492	0.7548
15.2037639618	0.7553
15.4736380577	0.7579
15.7631850243	0.7607
16.0312530994	0.7627
16.2656869888	0.7645
16.5642230511	0.7653
16.8316628933	0.7651
17.0824379921	0.7688
17.3430840969	0.7682
17.6144618988	0.7686
17.8676650524	0.7656
18.1634860039	0.7669
18.4988670349	0.7668
18.7600889206	0.7683
19.0367438793	0.7678
19.295265913	0.768
19.604724884	0.7716
19.8716230392	0.7725
20.1471750736	0.7739
20.3970720768	0.7729
20.6550788879	0.7711
20.9377770424	0.7715
21.220072031	0.7724
21.4868860245	0.7714
21.772495985	0.7727
22.0706379414	0.7775
22.3403029442	0.7772
22.5842468739	0.7781
22.8554821014	0.7778
23.1167221069	0.778
23.3602819443	0.7799
23.6130259037	0.7804
23.869560957	0.7822
24.1372261047	0.782
24.4140410423	0.7813
24.6503000259	0.7822
24.9176859856	0.7834
25.1517870426	0.7848
25.4098010063	0.7857
25.6519470215	0.7865
25.9599149227	0.7868
26.2085659504	0.7889
26.4548809528	0.7881
26.6888051033	0.7897
26.989882946	0.7896
27.2736539841	0.7902
27.5623269081	0.7905
27.8320760727	0.7912
28.1015129089	0.7924
28.3734738827	0.7911
28.6258330345	0.7925
28.915348053	0.7927
29.1588330269	0.7928
29.4042649269	0.7933
29.7182779312	0.7931
30.2676708698	0.7934
30.4999189377	0.7959
30.8330309391	0.7972
31.113765955	0.7973
31.3454270363	0.7963
31.6550729275	0.7962
31.9135150909	0.7965
32.1857008934	0.7964
32.4678530693	0.7974
32.7456030846	0.7969
33.0022089481	0.7985
33.2977969646	0.798
33.5294239521	0.798
33.7719159126	0.7983
34.0986709595	0.7991
34.2888960838	0.799
34.5955750942	0.7998
34.8378078938	0.8004
35.0709118843	0.8011
35.4069008827	0.8014
35.6316840649	0.8016
35.861800909	0.8026
36.1256489754	0.8031
36.3823800087	0.8029
36.6110429764	0.8026
36.8939659595	0.8032
37.1419489384	0.8052
37.4793269634	0.8051
37.6986539364	0.8044
37.9507939816	0.8048
38.2172460556	0.8051
38.4804039001	0.8052
38.7500379086	0.8059
39.0745069981	0.8061
39.3212089539	0.8061
39.608082056	0.8063
39.9290220737	0.8054
40.2188038826	0.8058
40.4336240292	0.8056
40.673099041	0.8054
40.9622910023	0.8052
41.204791069	0.8065
41.4737808704	0.8059
41.7307789326	0.8061
42.0426819324	0.8077
42.3092579842	0.807
42.6101059914	0.8075
42.8397948742	0.8074
43.0915920734	0.8086
43.3894619942	0.8086
43.609926939	0.809
43.8817169666	0.81
44.1390359402	0.8104
44.4254450798	0.811
44.7032580376	0.8101
44.9674808979	0.8109
45.2199909687	0.8111
45.4918410778	0.811
45.7605440617	0.8112
46.0097639561	0.8114
46.2546789646	0.8114
46.4906580448	0.8114
46.7832570076	0.8128
47.0270359516	0.8127
47.2786638737	0.8133
47.5320420265	0.8128
47.7726240158	0.813
48.0151250362	0.8135
48.2934250832	0.8134
48.587364912	0.814
48.8774349689	0.8142
49.1980478764	0.8143
49.4756309986	0.8155
49.7657659054	0.8164
50.0402979851	0.8161
50.3009450436	0.8164
50.5472259521	0.8157
50.8146739006	0.8165
51.0768458843	0.8171
51.3642249107	0.8171
51.5907058716	0.8176
51.8854279518	0.8179
52.0649390221	0.8185
52.3531708717	0.8185
52.584225893	0.8182
52.852257967	0.8185
53.1316020489	0.8187
53.3942580223	0.8186
53.6245188713	0.8186
53.8584439754	0.819
54.1346170902	0.8184
54.3963720798	0.8193
54.6629390717	0.8194
54.9479439259	0.819
55.1727640629	0.8191
55.4818849564	0.8191
55.7520010471	0.8199
56.0555009842	0.8199
56.3197751045	0.8197
56.6062829494	0.8204
56.8444058895	0.8201
57.12814188	0.8205
57.3852388859	0.8203
57.6296970844	0.8209
58.0746428967	0.8204
58.2972810268	0.8212
58.7642428875	0.8218
59.3045370579	0.8217
59.5569710732	0.8215
59.8334000111	0.8221
60.1135349274	0.8219
60.3745250702	0.8234
60.6434059143	0.8237
60.893996954	0.8243
61.1482279301	0.8244
61.4081330299	0.8243
61.6476759911	0.8249
61.9098620415	0.8254
62.1812300682	0.8251
62.4228479862	0.8244
62.684114933	0.8247
62.9520258904	0.8254
63.2068529129	0.8253
63.4498429298	0.826
63.7027020454	0.8255
63.9612689018	0.8257
64.2308149338	0.826
64.4887969494	0.8262
64.7509539127	0.8266
65.0022928715	0.827
65.2475149632	0.8268
65.5076348782	0.8274
65.7553479671	0.8272
66.016933918	0.8272
66.2660028934	0.8273
66.5184409618	0.8272
66.752851963	0.8272
67.0130860806	0.8273
67.2724280357	0.8275
67.5362129211	0.8279
67.820661068	0.8281
68.0738461018	0.8284
68.3608760834	0.8286
68.6123690605	0.828
68.8881449699	0.8274
69.1401569843	0.8277
69.414274931	0.8275
69.6798439026	0.8283
69.926322937	0.828
70.221570015	0.8282
70.4747409821	0.828
70.733923912	0.8283
70.9780220985	0.8283
71.2600710392	0.8284
71.5473930836	0.829
71.801872015	0.8295
72.0800580978	0.8297
72.3765540123	0.8303
72.6600940228	0.831
72.9405510426	0.8312
73.2275829315	0.8313
73.4831600189	0.8315
73.7240509987	0.8317
73.9921689034	0.8323
74.2477478981	0.8321
74.5022768974	0.8315
74.7700490952	0.832
75.023225069	0.832
75.3060400486	0.8321
75.5683979988	0.8324
75.8405339718	0.8325
76.0972819328	0.8327
76.3613469601	0.8325
76.625923872	0.8332
76.87479496	0.8329
77.1213819981	0.8332
77.3759109974	0.8332
77.6191959381	0.8333
77.887319088	0.8333
78.1299638748	0.8333
78.3750300407	0.8329
78.6291100979	0.8333
78.9031569958	0.8337
79.1669809818	0.8348
79.4122169018	0.8341
79.672563076	0.8341
79.9270069599	0.834
80.1866118908	0.8342
80.446105957	0.834
80.6956899166	0.8344
80.9539520741	0.8347
81.2197759151	0.8347
81.4825680256	0.835
81.7506380081	0.8351
82.0010910034	0.8347
82.2561230659	0.8355
82.5143311024	0.8351
82.7904109955	0.8349
83.0853230953	0.8349
83.327641964	0.8345
83.5838680267	0.8349
83.8389780521	0.8344
84.0979909897	0.8344
84.3513960838	0.8345
84.6116380692	0.8346
84.8850889206	0.8349
85.1643950939	0.8348
85.4089639187	0.8344
85.6612489223	0.8347
85.9283530712	0.8348
86.1837179661	0.8349
86.4402840137	0.835
86.7067399025	0.8353
87.0115869045	0.8355
87.2694890499	0.8354
87.8320090771	0.8354
88.0728609562	0.8358
88.4157919884	0.8362
88.6558170319	0.8365
88.9044780731	0.8368
89.2090659142	0.8367
89.4566888809	0.8371
89.7591490746	0.8372
90.0519199371	0.8374
90.3249289989	0.8373
90.5647759438	0.8377
90.8066558838	0.8376
91.0988850594	0.8376
91.3594141006	0.8379
91.5717329979	0.8375
91.9090619087	0.8376
92.1465349197	0.8381
92.444865942	0.8382
92.6305379868	0.838
92.9483180046	0.8385
93.172919035	0.8383
93.4718608856	0.8392
93.7158069611	0.84
93.9550859928	0.8403
94.21884799	0.8406
94.5036799908	0.8404
94.729364872	0.8405
94.9840660095	0.8403
95.2334480286	0.8402
95.5224699974	0.8405
95.7532329559	0.8406
96.038392067	0.8404
96.3089990616	0.8406
96.5715589523	0.8405
96.8331010342	0.8401
97.0731940269	0.8406
97.3318109512	0.8402
97.6197428703	0.84
97.8513979912	0.8401
98.0998239517	0.8402
98.3540999889	0.84
98.5920250416	0.84
98.8733270168	0.8397
99.1462340355	0.84
99.4287209511	0.84
99.6607460976	0.8399
99.8969700336	0.8403
100.141407013	0.8401
100.399693012	0.8403
100.635168076	0.8403
100.888814926	0.8407
101.204921007	0.8406
101.427699089	0.8405
101.66434598	0.8401
101.92346406	0.84
102.175289869	0.8404
102.457180023	0.8404
102.77272892	0.8405
102.984904051	0.8409
103.272490025	0.8408
103.573689938	0.8409
103.827743053	0.8413
104.117019892	0.8411
104.340095043	0.8411
104.65686202	0.8415
104.905474901	0.8418
105.17631197	0.8417
105.414819002	0.8416
105.716250896	0.8419
106.015170097	0.8417
106.278769016	0.8422
106.547339916	0.8424
106.788731098	0.8426
107.056282043	0.8424
107.284036875	0.8424
107.575762033	0.8428
107.794368029	0.8428
108.063822985	0.8429
108.300602913	0.8424
108.553009033	0.8429
108.850324869	0.8427
109.081405878	0.8425
109.32307291	0.8424
109.561320066	0.8428
109.870522022	0.8428
110.098326921	0.843
110.387063026	0.8433
110.668096066	0.8432
110.892213106	0.8432
111.162213087	0.8432
111.397006035	0.8433
111.67979908	0.8429
112.010123968	0.8431
112.284354925	0.8432
112.594119072	0.8434
112.919358969	0.8433
113.170444965	0.8432
113.457022905	0.8437
113.721467972	0.8434
114.018795967	0.8434
